ID,income_segment,age_segment
8871731,"Medium Income",Senior
2397865,"Medium Income",Senior
10766074,"Low Income",Senior
12935766,"High Income",Senior
8300652,"High Income",Senior
3475410,"High Income",Senior
10021956,"Low Income",Senior
5453107,"Medium Income",Senior
3929166,"Low Income",Senior
1133461,"Medium Income",Adult
7462663,"Medium Income",Adult
10897802,"High Income",Senior
4331703,"High Income",Senior
6313008,"Medium Income",Senior
9103012,"Low Income",Adult
5267624,"High Income",Senior
5210,"Medium Income",Adult
4773059,"Medium Income",Senior
10844542,"High Income",Senior
12766166,"Medium Income",Senior
16674164,"Medium Income",Adult
11333582,"High Income",Senior
7042864,"Low Income",Adult
2023001,"High Income",Senior
6209753,"Medium Income",Senior
5498444,"Low Income",Senior
10274029,"Low Income",Senior
1419505,"Low Income",Senior
15137701,"Medium Income",Senior
16705443,"Medium Income",Senior
10571233,"High Income",Senior
67263,"High Income",Adult
402107,"Medium Income",Senior
13393707,"Medium Income",Adult
11163504,"Medium Income",Adult
12566366,"Low Income",Adult
12438659,"High Income",Senior
905357,"Medium Income",Adult
5489797,"High Income",Senior
16116614,"High Income",Senior
11875824,"Medium Income",Senior
11242899,"High Income",Senior
16504364,"High Income",Senior
2915336,"High Income",Adult
13892565,"High Income",Senior
16009184,"Medium Income",Senior
3075229,"High Income",Senior
11709514,"High Income",Senior
2021068,"Medium Income",Senior
14003509,"Medium Income",Adult
7271234,"Low Income",Senior
4628057,"High Income",Adult
12448564,"High Income",Senior
7301301,"Low Income",Adult
4999151,"Low Income",Adult
11407002,"Medium Income",Senior
16729147,"Low Income",Senior
13094811,"Medium Income",Adult
7043875,"Low Income",Senior
12948712,"High Income",Senior
10752447,"High Income",Adult
10628893,"Low Income",Senior
5923451,"Medium Income",Adult
1205577,"Medium Income",Senior
5940418,"Low Income",Adult
789622,"Low Income",Adult
10608880,"Medium Income",Senior
7538569,"High Income",Adult
2565772,"Medium Income",Senior
15751425,"Medium Income",Adult
13433906,"Low Income",Senior
5832509,"High Income",Adult
7347151,"Medium Income",Senior
14852339,"Medium Income",Senior
4314242,"High Income",Adult
3436633,"Medium Income",Senior
15551707,"High Income",Senior
16528563,"High Income",Senior
12120093,"Low Income",Senior
1070894,"Medium Income",Senior
7428877,"Medium Income",Adult
1818243,"Medium Income",Adult
5999337,"Medium Income",Senior
13749408,"Low Income",Adult
5858068,"High Income",Senior
3226301,"Medium Income",Senior
1271948,"High Income",Senior
15987840,"Low Income",Adult
5596709,"Low Income",Adult
7983357,"Low Income",Senior
11224512,"High Income",Senior
6695622,"High Income",Senior
14653413,"High Income",Senior
3613622,"Low Income",Adult
12918990,"Medium Income",Adult
2004008,"Low Income",Senior
1139981,"Medium Income",Senior
9783830,"Low Income",Senior
983831,"High Income",Senior
1335614,"High Income",Senior
10296933,"High Income",Adult
8026804,"Low Income",Senior
12538053,"Low Income",Senior
14500905,"Medium Income",Adult
14250037,"Low Income",Adult
12998569,"Medium Income",Senior
8208862,"High Income",Senior
6265436,"High Income",Senior
2186385,"High Income",Senior
3547942,"High Income",Senior
2426933,"High Income",Senior
15761518,"Low Income",Senior
2532594,"Low Income",Adult
15673666,"High Income",Senior
8893043,"Medium Income",Senior
16339709,"High Income",Senior
1101509,"High Income",Senior
3330530,"High Income",Senior
12359557,"Medium Income",Senior
8888266,"High Income",Senior
13051581,"Low Income",Adult
8832042,"Low Income",Adult
6279560,"Medium Income",Adult
14041059,"High Income",Adult
6742319,"Low Income",Adult
7887964,"Medium Income",Adult
13442050,"High Income",Adult
8550291,"High Income",Adult
14796571,"High Income",Adult
16282008,"High Income",Adult
4277311,"High Income",Adult
7898194,"High Income",Adult
11023028,"Low Income",Senior
1408316,"Low Income",Senior
14015469,"Medium Income",Senior
7561519,"High Income",Senior
10684255,"Low Income",Adult
15963509,"Low Income",Adult
3374730,"Low Income",Senior
363833,"Medium Income",Senior
4597538,"Medium Income",Senior
15538328,"Low Income",Senior
4518209,"Low Income",Adult
8961762,"Low Income",Senior
10413019,"Medium Income",Senior
3847852,"Medium Income",Adult
16105794,"High Income",Adult
14350146,"Medium Income",Adult
13070707,"Low Income",Senior
9772324,"Low Income",Senior
9742575,"Low Income",Adult
16191347,"Low Income",Senior
4402607,"Medium Income",Adult
15161579,"High Income",Senior
5300083,"Medium Income",Senior
13325995,"Low Income",Senior
5812725,"High Income",Adult
15838740,"Medium Income",Senior
3280796,"Medium Income",Senior
13677349,"Medium Income",Adult
5375796,"Medium Income",Adult
14227201,"High Income",Senior
12417538,"Low Income",Adult
8542165,"Medium Income",Adult
9713062,"Medium Income",Senior
12547914,"High Income",Senior
4972476,"Medium Income",Adult
9313681,"High Income",Senior
13060798,"High Income",Adult
6386294,"High Income",Senior
11433021,"High Income",Senior
7083688,"Medium Income",Adult
14408172,"High Income",Senior
2430590,"Low Income",Adult
7840593,"Low Income",Senior
5479460,"Medium Income",Adult
16094380,"Low Income",Senior
973700,"Medium Income",Adult
8171954,"High Income",Adult
12807374,"Low Income",Adult
13794870,"High Income",Senior
303156,"High Income",Senior
16290242,"High Income",Adult
13606804,"High Income",Senior
4287489,"Medium Income",Senior
5449762,"Medium Income",Senior
626731,"High Income",Senior
14061655,"Low Income",Senior
362774,"Medium Income",Senior
4819403,"Low Income",Senior
8479596,"Medium Income",Senior
13495197,"High Income",Adult
5794483,"Low Income",Adult
1681406,"Medium Income",Senior
14827709,"Medium Income",Adult
14926556,"Low Income",Adult
10375450,"Medium Income",Senior
8665850,"Medium Income",Adult
7804748,"Medium Income",Senior
11085612,"High Income",Senior
16393668,"High Income",Adult
13087794,"Medium Income",Adult
5107190,"Medium Income",Adult
13793820,"Medium Income",Adult
1565231,"Low Income",Adult
1852291,"High Income",Adult
8756330,"High Income",Senior
13498530,"Low Income",Adult
352558,"Medium Income",Senior
1853460,"High Income",Adult
763796,"High Income",Senior
15147271,"Medium Income",Adult
4016973,"Low Income",Adult
6405951,"Medium Income",Adult
4306155,"Medium Income",Adult
14703445,"Low Income",Senior
14580127,"Low Income",Senior
15449149,"Medium Income",Senior
4137405,"Medium Income",Senior
12633799,"High Income",Senior
4297589,"High Income",Adult
12195963,"High Income",Senior
6453888,"Medium Income",Adult
7737492,"High Income",Senior
7842896,"High Income",Senior
10049136,"High Income",Senior
16367884,"Medium Income",Adult
13707646,"High Income",Adult
5308941,"Medium Income",Adult
13155125,"Medium Income",Senior
3791196,"High Income",Senior
4457405,"Low Income",Adult
8962905,"High Income",Senior
12436920,"High Income",Senior
7605622,"Medium Income",Adult
6143234,"Medium Income",Senior
2150999,"Medium Income",Senior
15990248,"High Income",Senior
7511140,"High Income",Adult
2101733,"High Income",Adult
4301046,"High Income",Senior
10995810,"Medium Income",Senior
8523534,"Medium Income",Senior
5972225,"Low Income",Adult
2078046,"Medium Income",Adult
449940,"Low Income",Senior
11767996,"High Income",Senior
9718439,"High Income",Senior
12466300,"Medium Income",Senior
7221367,"Low Income",Adult
10705768,"Medium Income",Adult
10400408,"Medium Income",Adult
4873506,"Medium Income",Senior
14246339,"Medium Income",Adult
13248068,"Low Income",Adult
15144892,"Medium Income",Senior
2159718,"Medium Income",Senior
6854752,"High Income",Adult
16358783,"Medium Income",Adult
3346168,"Medium Income",Adult
5583121,"Low Income",Senior
16350711,"Medium Income",Senior
1436343,"Low Income",Adult
997377,"Low Income",Senior
11105511,"Low Income",Senior
11371454,"Medium Income",Senior
11134441,"High Income",Adult
591176,"Medium Income",Senior
7121809,"Medium Income",Senior
11313956,"High Income",Adult
11820361,"High Income",Senior
2901857,"High Income",Senior
4565424,"Low Income",Adult
5815143,"Low Income",Senior
502087,"Low Income",Senior
13213993,"Low Income",Senior
10284134,"Low Income",Adult
13580646,"Medium Income",Senior
14914254,"High Income",Senior
10290335,"Low Income",Senior
3886381,"High Income",Adult
3706845,"High Income",Senior
16327950,"High Income",Adult
10978733,"Medium Income",Senior
679326,"Medium Income",Senior
5978341,"Low Income",Senior
6902000,"Medium Income",Senior
16282263,"Medium Income",Senior
12239770,"Medium Income",Adult
2829729,"High Income",Senior
12570759,"High Income",Adult
14575792,"Low Income",Adult
7636234,"High Income",Adult
12367860,"Low Income",Senior
1227797,"Low Income",Senior
14789620,"High Income",Senior
4049601,"Medium Income",Adult
1067314,"Low Income",Senior
749097,"High Income",Adult
5097551,"Medium Income",Senior
4164302,"Medium Income",Senior
2851321,"High Income",Senior
3254618,"High Income",Adult
8343462,"High Income",Senior
15709174,"Medium Income",Adult
574331,"Low Income",Senior
9590845,"Medium Income",Senior
16731889,"Low Income",Senior
2350312,"Medium Income",Adult
2858810,"High Income",Adult
15976095,"High Income",Senior
10007722,"Low Income",Senior
15849076,"Low Income",Adult
10061014,"Medium Income",Senior
12152208,"Medium Income",Adult
4000752,"High Income",Adult
11307053,"Low Income",Adult
4169073,"High Income",Adult
1206010,"High Income",Senior
6292660,"Medium Income",Adult
1612327,"Medium Income",Senior
10439044,"Medium Income",Adult
7586664,"High Income",Senior
729489,"Medium Income",Adult
11653747,"Low Income",Senior
6544696,"High Income",Senior
8045319,"High Income",Adult
15033154,"High Income",Senior
15623072,"Low Income",Senior
6053613,"High Income",Senior
6565650,"High Income",Senior
12822780,"High Income",Adult
5535774,"Medium Income",Adult
3316755,"Medium Income",Adult
9272023,"Low Income",Senior
547834,"Medium Income",Adult
16033288,"High Income",Adult
7577053,"Medium Income",Senior
11906184,"High Income",Senior
2719778,"Medium Income",Adult
7130384,"High Income",Adult
13155903,"Low Income",Senior
14512060,"Low Income",Adult
10652483,"High Income",Senior
16746058,"Medium Income",Senior
8692986,"High Income",Senior
4849072,"Medium Income",Senior
13844264,"Low Income",Adult
9514686,"Low Income",Adult
12242782,"High Income",Senior
15090242,"Medium Income",Senior
4631619,"Medium Income",Adult
10123359,"Low Income",Senior
11457568,"Medium Income",Adult
10353617,"Medium Income",Senior
2782481,"High Income",Senior
6833314,"Low Income",Adult
11161757,"Medium Income",Adult
7601071,"Low Income",Senior
11397995,"Low Income",Senior
15876324,"High Income",Senior
403748,"Medium Income",Senior
6253285,"Medium Income",Senior
4965970,"High Income",Adult
3644382,"Medium Income",Adult
1119388,"Low Income",Adult
13328250,"High Income",Senior
15437555,"Medium Income",Adult
1670685,"Low Income",Senior
13226490,"Medium Income",Adult
614132,"Medium Income",Adult
4390781,"High Income",Adult
7819684,"High Income",Senior
9049111,"High Income",Adult
15183167,"High Income",Adult
5068091,"High Income",Senior
5523583,"Medium Income",Adult
14535376,"High Income",Senior
6403348,"Medium Income",Adult
15159213,"Low Income",Adult
4320655,"High Income",Adult
7243814,"High Income",Senior
9943474,"Medium Income",Senior
3736861,"Medium Income",Senior
12771955,"High Income",Adult
1229588,"Low Income",Adult
16298971,"Medium Income",Senior
13134392,"High Income",Adult
13294165,"Medium Income",Adult
7443635,"High Income",Senior
1649439,"High Income",Senior
8954995,"Medium Income",Adult
14205518,"Medium Income",Senior
10556897,"High Income",Adult
11754299,"Medium Income",Senior
1871395,"Low Income",Adult
3442044,"Low Income",Adult
9609218,"Medium Income",Senior
699592,"Medium Income",Adult
9735105,"Low Income",Adult
4016499,"Medium Income",Adult
10716237,"Medium Income",Senior
9942395,"Medium Income",Senior
9666251,"High Income",Senior
13269628,"Low Income",Senior
5030674,"Medium Income",Senior
11198393,"Medium Income",Senior
4595218,"Medium Income",Senior
1961034,"Low Income",Senior
10370589,"High Income",Adult
15519552,"Low Income",Senior
12522984,"Medium Income",Senior
8546100,"Low Income",Senior
14030080,"High Income",Senior
6109465,"Low Income",Adult
9654704,"High Income",Adult
9229785,"High Income",Senior
1887790,"Low Income",Senior
3135067,"High Income",Senior
10281928,"High Income",Adult
10745722,"Medium Income",Senior
1954927,"High Income",Adult
6812591,"High Income",Senior
6171438,"Low Income",Adult
5559529,"Low Income",Adult
10836543,"Medium Income",Senior
4095491,"Medium Income",Adult
300132,"Low Income",Adult
15866856,"Medium Income",Adult
14504026,"Low Income",Adult
9960133,"Low Income",Adult
3425640,"High Income",Senior
13876409,"High Income",Senior
3437699,"Medium Income",Adult
244986,"Medium Income",Adult
8655879,"Low Income",Adult
12659900,"High Income",Adult
6171142,"High Income",Senior
6342973,"Low Income",Senior
16707822,"High Income",Senior
6036004,"Medium Income",Senior
6011542,"Medium Income",Senior
12153228,"Low Income",Senior
6825747,"High Income",Senior
9425733,"High Income",Senior
15740312,"Low Income",Adult
11781699,"Low Income",Adult
12882414,"High Income",Senior
16205028,"High Income",Senior
10680858,"Low Income",Adult
448156,"Medium Income",Senior
4080798,"Low Income",Senior
7542417,"Medium Income",Senior
6950389,"Low Income",Adult
8637018,"Medium Income",Adult
159671,"Low Income",Senior
1482337,"High Income",Senior
12303815,"Medium Income",Senior
3228636,"High Income",Senior
3280205,"Medium Income",Senior
11825967,"Low Income",Senior
13803006,"High Income",Senior
10815461,"Medium Income",Senior
6798524,"High Income",Adult
2128662,"Medium Income",Senior
6427386,"High Income",Adult
3331887,"Medium Income",Senior
12958780,"Medium Income",Senior
5972976,"Medium Income",Adult
16749551,"Low Income",Senior
5583306,"High Income",Adult
931273,"High Income",Adult
14485426,"High Income",Senior
3763146,"High Income",Adult
7108210,"Low Income",Senior
9930894,"High Income",Senior
5486515,"Medium Income",Adult
11992734,"Medium Income",Senior
4200759,"High Income",Adult
10389736,"Medium Income",Senior
16362165,"Medium Income",Senior
2189954,"Medium Income",Senior
3425343,"High Income",Adult
3022772,"Low Income",Adult
4892490,"Low Income",Adult
1165056,"Low Income",Senior
16768825,"Medium Income",Senior
12634749,"High Income",Senior
10392137,"Medium Income",Senior
15412742,"High Income",Senior
12705282,"Medium Income",Senior
13542110,"Medium Income",Senior
10218461,"Medium Income",Senior
6845919,"Medium Income",Senior
14012519,"Medium Income",Senior
6792878,"High Income",Adult
2085654,"Medium Income",Senior
65521,"High Income",Senior
3655089,"Medium Income",Senior
8203319,"Low Income",Senior
16356777,"High Income",Senior
684947,"Low Income",Adult
14593574,"High Income",Senior
15262512,"Medium Income",Adult
10966987,"Medium Income",Senior
10120837,"High Income",Adult
4802107,"Low Income",Adult
1014567,"Low Income",Senior
9347363,"Medium Income",Senior
2786441,"High Income",Senior
15009499,"Medium Income",Adult
1956563,"Medium Income",Senior
6975120,"Medium Income",Adult
12918012,"Low Income",Adult
9018522,"Low Income",Senior
136201,"High Income",Senior
13377130,"Low Income",Senior
12314213,"Low Income",Adult
15270340,"Low Income",Adult
1535604,"Medium Income",Adult
10313539,"High Income",Senior
15019505,"Low Income",Senior
8155347,"Medium Income",Senior
1034179,"High Income",Senior
11179831,"Low Income",Adult
10881580,"Medium Income",Senior
13631328,"High Income",Senior
3441378,"Medium Income",Senior
6544527,"High Income",Senior
3487658,"Medium Income",Adult
14384320,"Low Income",Senior
13677249,"High Income",Adult
8006042,"Low Income",Adult
6043731,"High Income",Senior
3014982,"Low Income",Senior
4991975,"Low Income",Adult
15518335,"High Income",Senior
10110132,"High Income",Senior
13905149,"High Income",Adult
3949470,"Low Income",Senior
1489276,"High Income",Senior
6658359,"Medium Income",Adult
7182595,"Medium Income",Senior
6219093,"Medium Income",Senior
9510419,"High Income",Adult
9888711,"High Income",Senior
8019090,"Medium Income",Adult
8898405,"High Income",Senior
2376176,"Low Income",Adult
13338772,"High Income",Adult
11885385,"High Income",Adult
6599673,"Medium Income",Senior
12637879,"Medium Income",Adult
4140984,"High Income",Senior
7653796,"High Income",Senior
12919969,"Medium Income",Adult
11461077,"High Income",Senior
4938818,"High Income",Adult
5244715,"High Income",Senior
8998543,"Medium Income",Senior
1712294,"Medium Income",Adult
6114112,"Medium Income",Senior
10435090,"High Income",Adult
7811617,"High Income",Adult
2917012,"High Income",Senior
8695758,"High Income",Senior
4529481,"High Income",Senior
9221016,"Low Income",Senior
13812145,"Low Income",Adult
14322353,"High Income",Senior
16120751,"Low Income",Senior
2057316,"Low Income",Adult
12321679,"High Income",Senior
7109489,"High Income",Senior
4379505,"Low Income",Senior
11248803,"Low Income",Senior
4114899,"Medium Income",Adult
4160802,"Low Income",Senior
13060257,"High Income",Senior
2493924,"High Income",Senior
10972941,"Medium Income",Adult
9276079,"Medium Income",Senior
256274,"High Income",Senior
107322,"High Income",Senior
10334996,"Medium Income",Adult
16640398,"Medium Income",Senior
674571,"Low Income",Senior
2540856,"Low Income",Adult
6810829,"Low Income",Adult
1553134,"Medium Income",Adult
8630581,"Medium Income",Senior
2954802,"Low Income",Senior
775010,"High Income",Senior
4841097,"Medium Income",Senior
3587066,"Medium Income",Adult
15952937,"Low Income",Adult
7308948,"High Income",Senior
5313345,"Medium Income",Senior
801051,"Medium Income",Senior
10738465,"Low Income",Senior
4534808,"Low Income",Adult
1458856,"High Income",Senior
16645144,"Low Income",Senior
9073411,"Medium Income",Adult
11445214,"Medium Income",Senior
16280079,"High Income",Adult
2679266,"Low Income",Adult
7091549,"High Income",Senior
11048004,"Medium Income",Adult
12240153,"Medium Income",Senior
4405259,"High Income",Adult
16126942,"High Income",Adult
13171944,"High Income",Senior
2769116,"Low Income",Senior
16519505,"Low Income",Senior
39410,"High Income",Senior
9420206,"High Income",Adult
1982133,"Medium Income",Senior
9048912,"Medium Income",Adult
16702302,"High Income",Senior
5703098,"Low Income",Adult
8214453,"High Income",Senior
7311605,"High Income",Senior
4947762,"High Income",Senior
9372298,"High Income",Senior
13173655,"Medium Income",Adult
16344543,"Medium Income",Adult
3774477,"High Income",Adult
3769891,"Low Income",Adult
8737449,"Medium Income",Senior
4755786,"Low Income",Senior
1626844,"Medium Income",Senior
5609901,"Low Income",Senior
7834697,"Medium Income",Senior
16054472,"Low Income",Senior
12103926,"Low Income",Senior
10492437,"High Income",Senior
1187171,"High Income",Adult
5709244,"Low Income",Adult
4727005,"High Income",Senior
5859224,"Medium Income",Adult
2769552,"Medium Income",Senior
13626910,"High Income",Senior
12420862,"Low Income",Senior
14979392,"Medium Income",Senior
6974741,"Medium Income",Senior
10829422,"Medium Income",Senior
2645818,"Medium Income",Senior
9723160,"Medium Income",Senior
14233101,"High Income",Senior
10694626,"Low Income",Adult
6959103,"Low Income",Senior
154196,"Low Income",Senior
11390487,"Medium Income",Adult
8728093,"High Income",Senior
6096779,"Medium Income",Adult
6348574,"High Income",Adult
3856136,"Medium Income",Senior
8655462,"Medium Income",Adult
2448303,"High Income",Senior
4367092,"High Income",Senior
15319547,"High Income",Senior
9337607,"High Income",Senior
8164852,"Low Income",Senior
12757988,"Medium Income",Adult
8888159,"Medium Income",Senior
8099239,"High Income",Adult
7423410,"Low Income",Adult
9233868,"Medium Income",Adult
5586015,"Low Income",Adult
5137167,"High Income",Adult
14588433,"Low Income",Senior
10920362,"Medium Income",Senior
2115756,"Medium Income",Adult
12283960,"High Income",Senior
10148197,"Low Income",Adult
5568993,"Medium Income",Adult
14527013,"Medium Income",Senior
5223317,"High Income",Senior
2520513,"High Income",Senior
9420929,"Low Income",Adult
16339884,"Medium Income",Senior
14839744,"Medium Income",Senior
10651007,"Low Income",Senior
5254992,"Low Income",Senior
7373186,"High Income",Senior
12306268,"High Income",Adult
6202624,"Medium Income",Adult
2048143,"Medium Income",Senior
1539272,"High Income",Senior
6246382,"High Income",Adult
16092265,"Medium Income",Senior
7573493,"Medium Income",Senior
11512322,"High Income",Senior
14039646,"High Income",Adult
13011261,"Medium Income",Senior
7451405,"Medium Income",Adult
2571374,"Medium Income",Adult
812531,"Medium Income",Senior
5114934,"High Income",Senior
9128616,"Medium Income",Adult
5353807,"Low Income",Senior
4924739,"Low Income",Senior
10605629,"Low Income",Adult
5593615,"Medium Income",Adult
14644176,"Medium Income",Adult
6033336,"Medium Income",Senior
656008,"High Income",Adult
12481057,"Low Income",Senior
6655055,"Medium Income",Adult
5907529,"High Income",Adult
1136452,"Medium Income",Senior
4655778,"Medium Income",Senior
11212211,"High Income",Adult
4367621,"Low Income",Adult
4562846,"Medium Income",Adult
5123025,"Medium Income",Senior
9695237,"High Income",Senior
12357570,"High Income",Senior
1208976,"Medium Income",Adult
265608,"High Income",Adult
3911620,"Low Income",Senior
4563137,"High Income",Adult
15883270,"Low Income",Adult
9701749,"Medium Income",Senior
5392282,"Medium Income",Senior
9364731,"Medium Income",Senior
13759772,"Low Income",Adult
14388871,"High Income",Adult
532162,"Medium Income",Senior
2987238,"Low Income",Adult
14119456,"Low Income",Senior
6634245,"Low Income",Senior
11871483,"Medium Income",Senior
2356285,"Medium Income",Senior
11145080,"Medium Income",Senior
10651787,"High Income",Senior
10859643,"Medium Income",Senior
9990835,"Low Income",Adult
9415383,"Low Income",Adult
1747981,"High Income",Adult
225591,"Low Income",Adult
9350114,"Medium Income",Senior
6818114,"Low Income",Adult
9936748,"Low Income",Adult
5461503,"High Income",Senior
16526667,"High Income",Adult
1222705,"Low Income",Senior
7700423,"Medium Income",Adult
3896501,"Medium Income",Adult
10182159,"Low Income",Senior
11735949,"Medium Income",Senior
9364716,"High Income",Senior
12613438,"High Income",Senior
10458873,"Low Income",Adult
3261441,"High Income",Senior
3142789,"Low Income",Senior
14561806,"Low Income",Adult
2466480,"Medium Income",Adult
10893276,"High Income",Adult
13414590,"Low Income",Senior
7919864,"Medium Income",Senior
15850368,"Medium Income",Senior
10106773,"Low Income",Senior
11913360,"Medium Income",Senior
1951504,"Medium Income",Adult
2761624,"Low Income",Adult
10107799,"High Income",Senior
7078721,"Low Income",Senior
12142875,"Medium Income",Adult
12920781,"High Income",Senior
9375114,"Low Income",Senior
12153741,"Low Income",Senior
14340270,"High Income",Senior
4064916,"High Income",Senior
9567234,"High Income",Adult
3182535,"High Income",Senior
11808974,"High Income",Senior
2219265,"Low Income",Adult
15978840,"Medium Income",Adult
10426888,"High Income",Senior
8636360,"Medium Income",Adult
3752250,"High Income",Senior
2460702,"Low Income",Adult
16670809,"High Income",Adult
6390694,"High Income",Senior
1115079,"Low Income",Adult
13037058,"High Income",Adult
488771,"High Income",Adult
13509247,"Medium Income",Senior
16488591,"Medium Income",Senior
14808834,"Low Income",Adult
13462878,"Medium Income",Senior
1554114,"Low Income",Adult
16038290,"Medium Income",Senior
2032013,"High Income",Adult
6009232,"Low Income",Adult
3766897,"Medium Income",Senior
7541689,"High Income",Adult
4825751,"Low Income",Senior
15254404,"High Income",Senior
8271238,"High Income",Senior
110338,"High Income",Adult
13975872,"Medium Income",Senior
8567562,"High Income",Adult
6289685,"Low Income",Adult
7580875,"Low Income",Senior
2431274,"High Income",Senior
15910740,"Medium Income",Senior
388622,"High Income",Senior
16413853,"Medium Income",Adult
14784280,"Medium Income",Senior
11311741,"Low Income",Senior
14717384,"Medium Income",Senior
9479449,"Medium Income",Senior
14491079,"Medium Income",Adult
10169058,"Medium Income",Senior
4815052,"Medium Income",Senior
11092346,"High Income",Senior
10309371,"Medium Income",Senior
12451617,"High Income",Senior
7962708,"High Income",Adult
11680551,"Medium Income",Adult
298691,"Medium Income",Senior
11611325,"Low Income",Adult
3729878,"Medium Income",Adult
6343295,"High Income",Senior
557117,"Medium Income",Senior
9647597,"High Income",Senior
3126597,"High Income",Adult
14294669,"High Income",Senior
6316081,"Medium Income",Senior
8071172,"Medium Income",Adult
8460348,"Low Income",Adult
15350708,"Low Income",Adult
15497565,"High Income",Adult
3384951,"High Income",Senior
6981234,"High Income",Senior
1162561,"Low Income",Adult
6368954,"Low Income",Adult
91484,"High Income",Adult
5117946,"Medium Income",Adult
1575362,"Medium Income",Adult
477699,"High Income",Senior
6412690,"Medium Income",Adult
5967215,"High Income",Senior
7155936,"Low Income",Senior
6130048,"Low Income",Senior
11026397,"Medium Income",Adult
6357418,"High Income",Adult
12784897,"High Income",Senior
10124349,"Low Income",Senior
1845820,"Low Income",Senior
12254641,"High Income",Senior
14991896,"High Income",Senior
8323112,"Medium Income",Senior
11725260,"High Income",Senior
5893528,"Medium Income",Senior
3532310,"Medium Income",Senior
14376290,"Medium Income",Adult
9436545,"High Income",Senior
13935027,"Low Income",Senior
3265156,"High Income",Adult
8886368,"High Income",Senior
1319190,"High Income",Senior
12438415,"High Income",Adult
1926018,"Low Income",Senior
13911351,"Medium Income",Senior
4800290,"High Income",Senior
13742735,"Medium Income",Adult
16229533,"High Income",Senior
7821770,"Medium Income",Adult
4246000,"High Income",Adult
11333414,"Low Income",Senior
15797810,"Medium Income",Senior
9359077,"Low Income",Adult
3185097,"High Income",Senior
11833405,"High Income",Adult
9275016,"Low Income",Senior
202821,"High Income",Senior
2137341,"Medium Income",Adult
646560,"Low Income",Adult
1338970,"Low Income",Senior
6241199,"High Income",Adult
10810572,"High Income",Adult
12149139,"High Income",Senior
10622548,"Low Income",Senior
6105053,"High Income",Adult
3254824,"Medium Income",Senior
11116825,"Medium Income",Senior
2596541,"Low Income",Senior
13706134,"Medium Income",Senior
5644889,"High Income",Adult
7898713,"High Income",Adult
8358071,"High Income",Senior
3455097,"High Income",Adult
5461852,"Low Income",Senior
7960400,"Medium Income",Senior
12806948,"High Income",Adult
6024880,"Low Income",Adult
14913801,"High Income",Senior
10426762,"High Income",Senior
5034089,"Low Income",Senior
14030678,"Low Income",Adult
3712441,"Low Income",Adult
11809242,"Medium Income",Senior
14686866,"Medium Income",Senior
402774,"Medium Income",Senior
12289849,"High Income",Senior
9213521,"Medium Income",Senior
2388164,"Low Income",Adult
5393945,"High Income",Adult
15537803,"High Income",Senior
6362688,"High Income",Senior
1083551,"Medium Income",Adult
11487224,"Medium Income",Senior
9643700,"High Income",Adult
7760382,"Medium Income",Senior
3299868,"Low Income",Adult
7745754,"Low Income",Adult
5233470,"Medium Income",Senior
8921785,"Medium Income",Adult
6383225,"High Income",Senior
12419902,"High Income",Adult
12746036,"Low Income",Adult
1036112,"High Income",Senior
16561751,"High Income",Senior
10674551,"Medium Income",Adult
4909537,"Medium Income",Adult
9612610,"Low Income",Adult
9168311,"Low Income",Senior
8370601,"Medium Income",Senior
13153002,"High Income",Adult
6950788,"High Income",Senior
3291428,"High Income",Senior
14646327,"Low Income",Senior
6316953,"High Income",Adult
3685438,"Medium Income",Adult
8297473,"Low Income",Adult
4533660,"Medium Income",Adult
12941403,"Medium Income",Adult
7774453,"Low Income",Adult
15969030,"High Income",Senior
14834679,"High Income",Senior
10893439,"Medium Income",Senior
1931612,"High Income",Senior
10362511,"Low Income",Senior
7631541,"High Income",Senior
3580250,"Medium Income",Senior
8305409,"High Income",Senior
5500966,"Medium Income",Adult
4212981,"High Income",Senior
11151212,"Low Income",Senior
11239131,"Low Income",Senior
14332862,"High Income",Senior
3280219,"Medium Income",Adult
10791596,"High Income",Adult
16756111,"Low Income",Senior
15003146,"Medium Income",Senior
14105506,"Low Income",Senior
6667183,"Medium Income",Adult
5620742,"Medium Income",Senior
5481134,"Medium Income",Senior
16060327,"Low Income",Senior
9853876,"Medium Income",Senior
12524704,"Medium Income",Adult
15302977,"Medium Income",Senior
1384474,"High Income",Senior
4052500,"Low Income",Senior
1955428,"Low Income",Adult
12597686,"High Income",Senior
6707541,"High Income",Adult
7222022,"Medium Income",Senior
14062715,"Medium Income",Senior
14676562,"Medium Income",Adult
4142983,"High Income",Senior
11847297,"High Income",Adult
9243144,"Medium Income",Senior
15339318,"Medium Income",Senior
16164859,"High Income",Adult
10004604,"Medium Income",Adult
5720887,"Medium Income",Adult
1424346,"High Income",Adult
3016056,"High Income",Adult
12192598,"Medium Income",Adult
5606569,"Low Income",Adult
1276404,"Medium Income",Adult
6840484,"Medium Income",Adult
16702455,"High Income",Adult
10128433,"Low Income",Adult
13080115,"High Income",Adult
458478,"Medium Income",Adult
9372951,"Medium Income",Adult
2398895,"Medium Income",Senior
4980913,"High Income",Adult
11891864,"High Income",Adult
139364,"Medium Income",Senior
739512,"Low Income",Senior
4924439,"High Income",Adult
7623253,"High Income",Adult
14800235,"Medium Income",Adult
14338827,"Low Income",Senior
7389432,"Medium Income",Senior
